entity,code,year,renewables_equivalent_primary_energy_pct,rank
Norway,NOR,2000,72.397888,1
Iceland,ISL,2000,67.805183,2
Brazil,BRA,2000,43.288433,3
Sweden,SWE,2000,38.595711,4
New Zealand,NZL,2000,36.374214,5
Austria,AUT,2000,32.954258,6
Peru,PER,2000,32.495964,7
Switzerland,CHE,2000,30.638752,8
Canada,CAN,2000,29.767817,9
Colombia,COL,2000,29.556067,10
Venezuela,VEN,2000,22.723845,11
Latvia,LVA,2000,22.118162,12
Ecuador,ECU,2000,21.613928,13
Vietnam,VNM,2000,20.092161,14
Croatia,HRV,2000,19.766573,15
Finland,FIN,2000,19.702833,16
Chile,CHL,2000,19.573402,17
Philippines,PHL,2000,18.595215,18
Sri Lanka,LKA,2000,17.715664,19
Slovenia,SVN,2000,14.703167,20
Portugal,PRT,2000,13.073340,21
Argentina,ARG,2000,12.283858,22
Pakistan,PAK,2000,11.344158,23
North Macedonia,MKD,2000,11.215344,24
Turkey,TUR,2000,10.657172,25
Romania,ROU,2000,10.396162,26
Egypt,EGY,2000,7.416068,27
Italy,ITA,2000,7.155643,28
Mexico,MEX,2000,7.150898,29
Denmark,DNK,2000,7.095675,30
Spain,ESP,2000,7.008231,31
France,FRA,2000,6.744561,32
Russia,RUS,2000,6.728621,33
India,IND,2000,6.376289,34
Slovakia,SVK,2000,6.252774,35
Kazakhstan,KAZ,2000,6.022824,36
China,CHN,2000,5.656925,37
Japan,JPN,2000,4.827454,38
United States,USA,2000,4.027357,39
Australia,AUS,2000,3.988878,40
Indonesia,IDN,2000,3.733640,41
Malaysia,MYS,2000,3.681303,42
Bulgaria,BGR,2000,3.634775,43
Azerbaijan,AZE,2000,3.446014,44
Greece,GRC,2000,3.284733,45
Iraq,IRQ,2000,2.929454,46
Uzbekistan,UZB,2000,2.899541,47
Germany,DEU,2000,2.887112,48
Thailand,THA,2000,2.574610,49
Ukraine,UKR,2000,2.103801,50
Ireland,IRL,2000,2.041655,51
Morocco,MAR,2000,1.968584,52
Taiwan,TWN,2000,1.646422,53
Bangladesh,BGD,2000,1.627073,54
Czechia,CZE,2000,1.443427,55
Luxembourg,LUX,2000,1.370370,56
Lithuania,LTU,2000,1.285724,57
United Kingdom,GBR,2000,1.134557,58
Netherlands,NLD,2000,0.925859,59
Iran,IRN,2000,0.808289,60
Poland,POL,2000,0.682802,61
South Korea,KOR,2000,0.542022,62
Belgium,BEL,2000,0.433269,63
South Africa,ZAF,2000,0.405558,64
Hungary,HUN,2000,0.261888,65
Singapore,SGP,2000,0.153654,66
Estonia,EST,2000,0.101668,67
Algeria,DZA,2000,0.053235,68
Trinidad and Tobago,TTO,2000,0.047050,69
Israel,ISR,2000,0.040316,70
Belarus,BLR,2000,0.031302,71
Turkmenistan,TKM,2000,0.007789,72
Oman,OMN,2000,0.000000,73
Qatar,QAT,2000,0.000000,73
Kuwait,KWT,2000,0.000000,73
Saudi Arabia,SAU,2000,0.000000,73
Hong Kong,HKG,2000,0.000000,73
Cyprus,CYP,2000,0.000000,73
United Arab Emirates,ARE,2000,0.000000,73
Iceland,ISL,2001,69.640244,1
Norway,NOR,2001,67.582459,2
Brazil,BRA,2001,39.111622,3
Sweden,SWE,2001,35.828453,4
Peru,PER,2001,35.526463,5
New Zealand,NZL,2001,32.730766,6
Switzerland,CHE,2001,31.928984,7
Austria,AUT,2001,30.816513,8
Colombia,COL,2001,30.604485,9
Canada,CAN,2001,28.201410,10
Vietnam,VNM,2001,22.102148,11
Chile,CHL,2001,22.047359,12
Venezuela,VEN,2001,20.884945,13
Croatia,HRV,2001,20.780861,14
Latvia,LVA,2001,20.512127,15
Ecuador,ECU,2001,19.692354,16
Finland,FIN,2001,17.716715,17
Sri Lanka,LKA,2001,17.628239,18
Philippines,PHL,2001,16.949202,19
Argentina,ARG,2001,15.937488,20
Portugal,PRT,2001,15.646869,21
Slovenia,SVN,2001,13.847439,22
Pakistan,PAK,2001,11.415050,23
Romania,ROU,2001,10.312889,24
Spain,ESP,2001,9.167547,25
Turkey,TUR,2001,9.108514,26
Italy,ITA,2001,7.608505,27
France,FRA,2001,7.405367,28
Denmark,DNK,2001,7.402515,29
Egypt,EGY,2001,7.225909,30
Russia,RUS,2001,6.975970,31
Slovakia,SVK,2001,6.664679,32
China,CHN,2001,6.618624,33
Mexico,MEX,2001,6.339307,34
North Macedonia,MKD,2001,6.336203,35
India,IND,2001,5.992525,36
Kazakhstan,KAZ,2001,5.704264,37
Japan,JPN,2001,4.716366,38
Indonesia,IDN,2001,4.112387,39
Australia,AUS,2001,3.870762,40
United States,USA,2001,3.421371,41
Malaysia,MYS,2001,3.139982,42
Iraq,IRQ,2001,3.016484,43
Azerbaijan,AZE,2001,3.011782,44
Germany,DEU,2001,2.941168,45
Uzbekistan,UZB,2001,2.938592,46
Thailand,THA,2001,2.571448,47
Morocco,MAR,2001,2.472590,48
Greece,GRC,2001,2.296041,49
Bulgaria,BGR,2001,2.270817,50
Ukraine,UKR,2001,2.264666,51
Bangladesh,BGD,2001,1.875003,52
Taiwan,TWN,2001,1.820539,53
Ireland,IRL,2001,1.661700,54
Czechia,CZE,2001,1.581800,55
Luxembourg,LUX,2001,1.252231,56
United Kingdom,GBR,2001,1.085675,57
Lithuania,LTU,2001,1.055019,58
Netherlands,NLD,2001,0.988376,59
Poland,POL,2001,0.820305,60
Iran,IRN,2001,0.818191,61
South Africa,ZAF,2001,0.540335,62
Belgium,BEL,2001,0.449205,63
South Korea,KOR,2001,0.312198,64
Hungary,HUN,2001,0.269270,65
Singapore,SGP,2001,0.259575,66
Estonia,EST,2001,0.096304,67
Algeria,DZA,2001,0.065218,68
Trinidad and Tobago,TTO,2001,0.063791,69
Belarus,BLR,2001,0.035543,70
Israel,ISR,2001,0.025859,71
Turkmenistan,TKM,2001,0.006135,72
Kuwait,KWT,2001,0.000000,73
Saudi Arabia,SAU,2001,0.000000,73
United Arab Emirates,ARE,2001,0.000000,73
Cyprus,CYP,2001,0.000000,73
Qatar,QAT,2001,0.000000,73
Oman,OMN,2001,0.000000,73
Hong Kong,HKG,2001,0.000000,73
Iceland,ISL,2002,69.755898,1
Norway,NOR,2002,69.309822,2
Brazil,BRA,2002,40.756653,3
Peru,PER,2002,35.351955,4
New Zealand,NZL,2002,35.126747,5
Colombia,COL,2002,32.692554,6
Sweden,SWE,2002,32.522167,7
Austria,AUT,2002,30.325117,8
Switzerland,CHE,2002,29.157331,9
Canada,CAN,2002,28.546556,10
Chile,CHL,2002,22.617270,11
Ecuador,ECU,2002,21.095179,12
Venezuela,VEN,2002,20.203684,13
Vietnam,VNM,2002,20.062660,14
Latvia,LVA,2002,17.687973,15
Croatia,HRV,2002,16.805691,16
Philippines,PHL,2002,16.691975,17
Finland,FIN,2002,16.264904,18
Argentina,ARG,2002,16.249306,19
Sri Lanka,LKA,2002,14.758176,20
Slovenia,SVN,2002,12.223348,21
Pakistan,PAK,2002,12.188603,22
Turkey,TUR,2002,11.535796,23
Romania,ROU,2002,10.615109,24
Portugal,PRT,2002,9.748956,25
Denmark,DNK,2002,8.586957,26
North Macedonia,MKD,2002,7.790696,27
Slovakia,SVK,2002,7.005193,28
Egypt,EGY,2002,6.795776,29
Italy,ITA,2002,6.778377,30
Russia,RUS,2002,6.492728,31
Spain,ESP,2002,6.446270,32
China,CHN,2002,6.280488,33
France,FRA,2002,6.175621,34
Kazakhstan,KAZ,2002,6.120414,35
India,IND,2002,5.731832,36
Mexico,MEX,2002,5.449039,37
Japan,JPN,2002,4.702637,38
Azerbaijan,AZE,2002,4.700666,39
United States,USA,2002,4.015507,40
Australia,AUS,2002,3.931450,41
Iraq,IRQ,2002,3.885046,42
Indonesia,IDN,2002,3.683814,43
Germany,DEU,2002,3.538632,44
Uzbekistan,UZB,2002,2.927603,45
Bulgaria,BGR,2002,2.918512,46
Thailand,THA,2002,2.818034,47
Greece,GRC,2002,2.783192,48
Malaysia,MYS,2002,2.593757,49
Morocco,MAR,2002,2.324991,50
Ireland,IRL,2002,2.228650,51
Czechia,CZE,2002,1.819373,52
Ukraine,UKR,2002,1.813234,53
Iran,IRN,2002,1.443348,54
Bangladesh,BGD,2002,1.362208,55
United Kingdom,GBR,2002,1.287619,56
Taiwan,TWN,2002,1.209364,57
Netherlands,NLD,2002,1.186347,58
Lithuania,LTU,2002,1.071801,59
Luxembourg,LUX,2002,1.030143,60
Poland,POL,2002,0.819659,61
South Africa,ZAF,2002,0.653540,62
Belgium,BEL,2002,0.479735,63
South Korea,KOR,2002,0.418577,64
Singapore,SGP,2002,0.262528,65
Hungary,HUN,2002,0.247713,66
Estonia,EST,2002,0.187083,67
Trinidad and Tobago,TTO,2002,0.053144,68
Algeria,DZA,2002,0.051677,69
Israel,ISR,2002,0.040297,70
Belarus,BLR,2002,0.032997,71
Turkmenistan,TKM,2002,0.007208,72
Kuwait,KWT,2002,0.000000,73
Cyprus,CYP,2002,0.000000,73
Oman,OMN,2002,0.000000,73
Qatar,QAT,2002,0.000000,73
United Arab Emirates,ARE,2002,0.000000,73
Hong Kong,HKG,2002,0.000000,73
Saudi Arabia,SAU,2002,0.000000,73
Iceland,ISL,2003,69.681641,1
Norway,NOR,2003,63.816036,2
Brazil,BRA,2003,42.284126,3
Peru,PER,2003,36.600243,4
New Zealand,NZL,2003,34.357147,5
Colombia,COL,2003,33.389133,6
Switzerland,CHE,2003,28.983334,7
Sweden,SWE,2003,27.901482,8
Canada,CAN,2003,27.180014,9
Austria,AUT,2003,25.140518,10
Chile,CHL,2003,22.010809,11
Venezuela,VEN,2003,21.840666,12
Ecuador,ECU,2003,19.533443,13
Vietnam,VNM,2003,19.297657,14
Sri Lanka,LKA,2003,17.510588,15
Portugal,PRT,2003,17.057003,16
Latvia,LVA,2003,16.751474,17
Philippines,PHL,2003,16.424408,18
Croatia,HRV,2003,14.887934,19
Finland,FIN,2003,14.593681,20
Argentina,ARG,2003,14.408259,21
Pakistan,PAK,2003,13.333745,22
North Macedonia,MKD,2003,12.461908,23
Turkey,TUR,2003,11.330117,24
Slovenia,SVN,2003,11.176646,25
Spain,ESP,2003,9.758904,26
Denmark,DNK,2003,9.462801,27
Romania,ROU,2003,8.716783,28
Italy,ITA,2003,6.339080,29
Russia,RUS,2003,6.075377,30
France,FRA,2003,5.962182,31
Egypt,EGY,2003,5.937698,32
India,IND,2003,5.624062,33
Kazakhstan,KAZ,2003,5.382555,34
Japan,JPN,2003,5.332041,35
China,CHN,2003,5.301109,36
Azerbaijan,AZE,2003,5.277903,37
Mexico,MEX,2003,4.652455,38
Iraq,IRQ,2003,4.535983,39
Slovakia,SVK,2003,4.494421,40
Greece,GRC,2003,4.297642,41
United States,USA,2003,4.180040,42
Australia,AUS,2003,4.014969,43
Bulgaria,BGR,2003,3.859723,44
Uzbekistan,UZB,2003,3.669659,45
Morocco,MAR,2003,3.657069,46
Germany,DEU,2003,3.641990,47
Indonesia,IDN,2003,3.221095,48
Thailand,THA,2003,2.722708,49
Malaysia,MYS,2003,2.253213,50
Ireland,IRL,2003,1.877527,51
Ukraine,UKR,2003,1.688597,52
Iran,IRN,2003,1.683765,53
Bangladesh,BGD,2003,1.278404,54
Taiwan,TWN,2003,1.267794,55
United Kingdom,GBR,2003,1.234234,56
Netherlands,NLD,2003,1.163509,57
Czechia,CZE,2003,1.085682,58
Lithuania,LTU,2003,0.945200,59
Luxembourg,LUX,2003,0.917407,60
Poland,POL,2003,0.675468,61
South Korea,KOR,2003,0.598539,62
Belgium,BEL,2003,0.486715,63
Hungary,HUN,2003,0.359185,64
South Africa,ZAF,2003,0.298976,65
Singapore,SGP,2003,0.288920,66
Algeria,DZA,2003,0.228104,67
Estonia,EST,2003,0.220285,68
Israel,ISR,2003,0.052214,69
Belarus,BLR,2003,0.031896,70
Trinidad and Tobago,TTO,2003,0.023576,71
Turkmenistan,TKM,2003,0.005189,72
Kuwait,KWT,2003,0.000000,73
Cyprus,CYP,2003,0.000000,73
Saudi Arabia,SAU,2003,0.000000,73
Hong Kong,HKG,2003,0.000000,73
United Arab Emirates,ARE,2003,0.000000,73
Qatar,QAT,2003,0.000000,73
Oman,OMN,2003,0.000000,73
Iceland,ISL,2004,68.896179,1
Norway,NOR,2004,64.238762,2
Brazil,BRA,2004,42.286156,3
New Zealand,NZL,2004,37.794468,4
Colombia,COL,2004,34.505455,5
Peru,PER,2004,32.297504,6
Sweden,SWE,2004,30.187603,7
Switzerland,CHE,2004,28.436501,8
Austria,AUT,2004,27.633785,9
Canada,CAN,2004,26.827923,10
Venezuela,VEN,2004,23.130436,11
Latvia,LVA,2004,20.242414,12
Croatia,HRV,2004,19.899082,13
Chile,CHL,2004,19.768446,14
Finland,FIN,2004,19.509205,15
Ecuador,ECU,2004,18.734905,16
Philippines,PHL,2004,16.852709,17
Sri Lanka,LKA,2004,16.025322,18
Vietnam,VNM,2004,14.763954,19
Slovenia,SVN,2004,14.306864,20
Turkey,TUR,2004,13.691692,21
North Macedonia,MKD,2004,13.524394,22
Pakistan,PAK,2004,12.676343,23
Argentina,ARG,2004,12.185575,24
Portugal,PRT,2004,12.089573,25
Denmark,DNK,2004,11.729121,26
Romania,ROU,2004,10.407817,27
Spain,ESP,2004,8.440905,28
India,IND,2004,7.460849,29
Italy,ITA,2004,7.220357,30
Russia,RUS,2004,6.754271,31
France,FRA,2004,5.970315,32
Egypt,EGY,2004,5.634644,33
China,CHN,2004,5.600940,34
Slovakia,SVK,2004,5.424992,35
Mexico,MEX,2004,5.303242,36
Japan,JPN,2004,5.257670,37
Azerbaijan,AZE,2004,5.158582,38
Iraq,IRQ,2004,5.081916,39
Kazakhstan,KAZ,2004,4.701576,40
Germany,DEU,2004,4.516598,41
Greece,GRC,2004,4.291226,42
Bulgaria,BGR,2004,4.144022,43
United States,USA,2004,4.101511,44
Australia,AUS,2004,4.036561,45
Morocco,MAR,2004,3.473498,46
Indonesia,IDN,2004,3.425964,47
Uzbekistan,UZB,2004,3.319612,48
Malaysia,MYS,2004,2.319720,49
Thailand,THA,2004,2.313350,50
Ireland,IRL,2004,2.256778,51
Ukraine,UKR,2004,2.141607,52
Iran,IRN,2004,1.884332,53
United Kingdom,GBR,2004,1.608395,54
Netherlands,NLD,2004,1.503125,55
Czechia,CZE,2004,1.460234,56
Taiwan,TWN,2004,1.274946,57
Bangladesh,BGD,2004,1.229696,58
Lithuania,LTU,2004,1.198676,59
Luxembourg,LUX,2004,1.112019,60
Hungary,HUN,2004,1.011494,61
Poland,POL,2004,0.891242,62
Belgium,BEL,2004,0.606299,63
South Korea,KOR,2004,0.534638,64
South Africa,ZAF,2004,0.293985,65
Estonia,EST,2004,0.287427,66
Singapore,SGP,2004,0.248175,67
Algeria,DZA,2004,0.206787,68
Israel,ISR,2004,0.046137,69
Trinidad and Tobago,TTO,2004,0.039729,70
Belarus,BLR,2004,0.034380,71
Cyprus,CYP,2004,0.006547,72
Turkmenistan,TKM,2004,0.005208,73
Hong Kong,HKG,2004,0.000000,74
Saudi Arabia,SAU,2004,0.000000,74
United Arab Emirates,ARE,2004,0.000000,74
Kuwait,KWT,2004,0.000000,74
Qatar,QAT,2004,0.000000,74
Oman,OMN,2004,0.000000,74
Norway,NOR,2005,69.736031,1
Iceland,ISL,2005,68.649345,2
Brazil,BRA,2005,43.145699,3
Colombia,COL,2005,35.053532,4
Sweden,SWE,2005,34.732090,5
New Zealand,NZL,2005,34.682922,6
Peru,PER,2005,31.846310,7
Canada,CAN,2005,28.265476,8
Austria,AUT,2005,27.947861,9
Switzerland,CHE,2005,27.377468,10
Venezuela,VEN,2005,24.533659,11
Chile,CHL,2005,22.415243,12
Latvia,LVA,2005,20.853584,13
Finland,FIN,2005,19.463720,14
Croatia,HRV,2005,18.502132,15
Ecuador,ECU,2005,16.596605,16
Philippines,PHL,2005,16.317411,17
Sri Lanka,LKA,2005,16.077099,18
Pakistan,PAK,2005,13.597510,19
North Macedonia,MKD,2005,13.126352,20
Vietnam,VNM,2005,12.846748,21
Argentina,ARG,2005,12.788524,22
Romania,ROU,2005,12.629432,23
Denmark,DNK,2005,12.488843,24
Slovenia,SVN,2005,12.045763,25
Turkey,TUR,2005,11.418583,26
Portugal,PRT,2005,8.115614,27
Spain,ESP,2005,6.923494,28
India,IND,2005,6.894317,29
Russia,RUS,2005,6.603690,30
Italy,ITA,2005,6.433544,31
Slovakia,SVK,2005,5.801839,32
China,CHN,2005,5.554481,33
Mexico,MEX,2005,5.473337,34
Egypt,EGY,2005,5.385706,35
France,FRA,2005,5.365334,36
Bulgaria,BGR,2005,5.212998,37
Germany,DEU,2005,5.208419,38
Azerbaijan,AZE,2005,5.165003,39
Japan,JPN,2005,4.790323,40
Greece,GRC,2005,4.600326,41
Iraq,IRQ,2005,4.544925,42
Kazakhstan,KAZ,2005,4.432412,43
Australia,AUS,2005,4.313553,44
United States,USA,2005,4.219231,45
Indonesia,IDN,2005,3.527426,46
Uzbekistan,UZB,2005,3.499484,47
Ireland,IRL,2005,2.884650,48
Malaysia,MYS,2005,2.286206,49
Thailand,THA,2005,2.275210,50
Ukraine,UKR,2005,2.211732,51
Iran,IRN,2005,2.142639,52
Morocco,MAR,2005,2.081692,53
Netherlands,NLD,2005,2.078050,54
United Kingdom,GBR,2005,1.924693,55
Hungary,HUN,2005,1.910650,56
Czechia,CZE,2005,1.722358,57
Taiwan,TWN,2005,1.473228,58
Lithuania,LTU,2005,1.409965,59
Luxembourg,LUX,2005,1.167921,60
Poland,POL,2005,1.135477,61
Bangladesh,BGD,2005,1.135346,62
Belgium,BEL,2005,0.866680,63
Estonia,EST,2005,0.500524,64
South Korea,KOR,2005,0.453539,65
Algeria,DZA,2005,0.434119,66
South Africa,ZAF,2005,0.404334,67
Singapore,SGP,2005,0.234034,68
Israel,ISR,2005,0.045620,69
Belarus,BLR,2005,0.037284,70
Trinidad and Tobago,TTO,2005,0.035587,71
Cyprus,CYP,2005,0.007081,72
Turkmenistan,TKM,2005,0.005112,73
Kuwait,KWT,2005,0.000000,74
Hong Kong,HKG,2005,0.000000,74
United Arab Emirates,ARE,2005,0.000000,74
Saudi Arabia,SAU,2005,0.000000,74
Oman,OMN,2005,0.000000,74
Qatar,QAT,2005,0.000000,74
Iceland,ISL,2006,70.918282,1
Norway,NOR,2006,66.735252,2
Brazil,BRA,2006,43.045963,3
New Zealand,NZL,2006,34.811123,4
Colombia,COL,2006,34.142719,5
Peru,PER,2006,34.128056,6
Sweden,SWE,2006,32.331280,7
Austria,AUT,2006,28.591209,8
Canada,CAN,2006,27.616468,9
Switzerland,CHE,2006,26.049185,10
Venezuela,VEN,2006,24.401985,11
Chile,CHL,2006,22.566658,12
Sri Lanka,LKA,2006,19.959389,13
Philippines,PHL,2006,18.684961,14
Latvia,LVA,2006,17.836657,15
Finland,FIN,2006,17.534887,16
Croatia,HRV,2006,17.524090,17
Vietnam,VNM,2006,16.607241,18
Ecuador,ECU,2006,16.251610,19
Portugal,PRT,2006,15.572563,20
North Macedonia,MKD,2006,14.188615,21
Argentina,ARG,2006,13.449462,22
Pakistan,PAK,2006,12.633492,23
Slovenia,SVN,2006,12.255213,24
Turkey,TUR,2006,11.456921,25
Romania,ROU,2006,11.172654,26
Denmark,DNK,2006,10.610840,27
Spain,ESP,2006,8.360923,28
India,IND,2006,7.706240,29
Italy,ITA,2006,6.729989,30
Russia,RUS,2006,6.309633,31
Slovakia,SVK,2006,6.194248,32
Germany,DEU,2006,6.026305,33
France,FRA,2006,5.969732,34
Mexico,MEX,2006,5.586086,35
China,CHN,2006,5.577982,36
Greece,GRC,2006,5.321950,37
Japan,JPN,2006,5.309009,38
Egypt,EGY,2006,5.172314,39
Bulgaria,BGR,2006,4.984425,40
Iraq,IRQ,2006,4.738600,41
United States,USA,2006,4.678861,42
Azerbaijan,AZE,2006,4.366300,43
Australia,AUS,2006,4.233413,44
Kazakhstan,KAZ,2006,4.047025,45
Ireland,IRL,2006,3.701902,46
Indonesia,IDN,2006,3.220309,47
Uzbekistan,UZB,2006,3.159281,48
Thailand,THA,2006,2.977826,49
Iran,IRN,2006,2.500738,50
Malaysia,MYS,2006,2.365507,51
Netherlands,NLD,2006,2.315084,52
Ukraine,UKR,2006,2.263283,53
United Kingdom,GBR,2006,2.116309,54
Morocco,MAR,2006,2.018249,55
Czechia,CZE,2006,1.947597,56
Hungary,HUN,2006,1.540813,57
Taiwan,TWN,2006,1.475401,58
Lithuania,LTU,2006,1.394840,59
Luxembourg,LUX,2006,1.390871,60
Poland,POL,2006,1.248581,61
Belgium,BEL,2006,1.209545,62
Bangladesh,BGD,2006,1.046309,63
South Africa,ZAF,2006,0.725940,64
Estonia,EST,2006,0.593951,65
South Korea,KOR,2006,0.450267,66
Singapore,SGP,2006,0.209631,67
Algeria,DZA,2006,0.163272,68
Belarus,BLR,2006,0.036013,69
Trinidad and Tobago,TTO,2006,0.035687,70
Israel,ISR,2006,0.029145,71
Cyprus,CYP,2006,0.011745,72
Turkmenistan,TKM,2006,0.005028,73
Hong Kong,HKG,2006,0.000649,74
Kuwait,KWT,2006,0.000000,75
United Arab Emirates,ARE,2006,0.000000,75
Saudi Arabia,SAU,2006,0.000000,75
Oman,OMN,2006,0.000000,75
Qatar,QAT,2006,0.000000,75
Iceland,ISL,2007,74.301689,1
Norway,NOR,2007,69.240501,2
Brazil,BRA,2007,44.380226,3
New Zealand,NZL,2007,35.406635,4
Colombia,COL,2007,35.182762,5
Sweden,SWE,2007,34.599030,6
Peru,PER,2007,31.039616,7
Austria,AUT,2007,30.980610,8
Switzerland,CHE,2007,29.711977,9
Canada,CAN,2007,27.694315,10
Venezuela,VEN,2007,23.413424,11
Ecuador,ECU,2007,19.557272,12
Finland,FIN,2007,18.869097,13
Chile,CHL,2007,18.706137,14
Latvia,LVA,2007,17.445015,15
Vietnam,VNM,2007,17.202272,16
Sri Lanka,LKA,2007,16.628553,17
Philippines,PHL,2007,16.430105,18
Portugal,PRT,2007,16.143671,19
Denmark,DNK,2007,12.422540,20
Croatia,HRV,2007,12.365527,21
Pakistan,PAK,2007,12.365368,22
Slovenia,SVN,2007,11.193771,23
