entity,code,year,renewables_equivalent_primary_energy_pct,rank
Indonesia,IDN,2014,4.478632,49
Morocco,MAR,2014,4.458736,50
Thailand,THA,2014,4.258996,51
Egypt,EGY,2014,4.181653,52
Hungary,HUN,2014,4.012245,53
Netherlands,NLD,2014,3.978432,54
Malaysia,MYS,2014,3.563017,55
Kazakhstan,KAZ,2014,2.982452,56
Uzbekistan,UZB,2014,2.971807,57
Cyprus,CYP,2014,2.867983,58
Luxembourg,LUX,2014,2.558791,59
Azerbaijan,AZE,2014,2.433617,60
Ukraine,UKR,2014,2.284686,61
South Korea,KOR,2014,1.764075,62
Iraq,IRQ,2014,1.738719,63
Taiwan,TWN,2014,1.732457,64
Iran,IRN,2014,1.440211,65
Israel,ISR,2014,1.009692,66
South Africa,ZAF,2014,0.818098,67
Bangladesh,BGD,2014,0.646162,68
Singapore,SGP,2014,0.223354,69
Belarus,BLR,2014,0.206748,70
Algeria,DZA,2014,0.117502,71
United Arab Emirates,ARE,2014,0.072024,72
Qatar,QAT,2014,0.059519,73
Hong Kong,HKG,2014,0.046603,74
Turkmenistan,TKM,2014,0.006114,75
Trinidad and Tobago,TTO,2014,0.005310,76
Saudi Arabia,SAU,2014,0.004006,77
Kuwait,KWT,2014,0.001909,78
Oman,OMN,2014,0.000962,79
Iceland,ISL,2015,81.802467,1
Norway,NOR,2015,68.875191,2
Sweden,SWE,2015,46.599625,3
Brazil,BRA,2015,40.603523,4
New Zealand,NZL,2015,38.129433,5
Austria,AUT,2015,34.964077,6
Switzerland,CHE,2015,33.162601,7
Canada,CAN,2015,28.764147,8
Finland,FIN,2015,28.137722,9
Colombia,COL,2015,28.021618,10
Denmark,DNK,2015,26.659948,11
Portugal,PRT,2015,24.459373,12
Peru,PER,2015,24.024496,13
Croatia,HRV,2015,22.364950,14
Chile,CHL,2015,21.427673,15
Venezuela,VEN,2015,20.798300,16
Ecuador,ECU,2015,19.640232,17
Latvia,LVA,2015,18.883400,18
Vietnam,VNM,2015,18.584494,19
North Macedonia,MKD,2015,18.564972,20
Romania,ROU,2015,18.517511,21
Sri Lanka,LKA,2015,18.154892,22
Spain,ESP,2015,17.507902,23
Italy,ITA,2015,17.334675,24
Slovenia,SVN,2015,15.851431,25
Germany,DEU,2015,14.823544,26
Turkey,TUR,2015,14.063813,27
Greece,GRC,2015,13.008345,28
Philippines,PHL,2015,12.500741,29
Ireland,IRL,2015,12.265226,30
Pakistan,PAK,2015,11.174579,31
United Kingdom,GBR,2015,10.976621,32
Argentina,ARG,2015,10.907397,33
China,CHN,2015,10.787498,34
Bulgaria,BGR,2015,10.595034,35
France,FRA,2015,10.147399,36
Slovakia,SVK,2015,9.638893,37
Japan,JPN,2015,8.068797,38
United States,USA,2015,7.468743,39
Lithuania,LTU,2015,7.430521,40
India,IND,2015,7.184646,41
Belgium,BEL,2015,6.661417,42
Estonia,EST,2015,6.578982,43
Poland,POL,2015,6.561511,44
Australia,AUS,2015,6.290021,45
Mexico,MEX,2015,6.052263,46
Czechia,CZE,2015,5.899193,47
Russia,RUS,2015,5.773604,48
Morocco,MAR,2015,5.388849,49
Netherlands,NLD,2015,4.503984,50
Egypt,EGY,2015,4.328853,51
Thailand,THA,2015,4.190981,52
Hungary,HUN,2015,3.892846,53
Indonesia,IDN,2015,3.792958,54
Malaysia,MYS,2015,3.646035,55
Kazakhstan,KAZ,2015,3.566427,56
Cyprus,CYP,2015,3.475938,57
Uzbekistan,UZB,2015,3.012993,58
Luxembourg,LUX,2015,2.841861,59
Azerbaijan,AZE,2015,2.757688,60
Ukraine,UKR,2015,1.913327,61
South Korea,KOR,2015,1.904119,62
Taiwan,TWN,2015,1.832528,63
Iraq,IRQ,2015,1.610299,64
Iran,IRN,2015,1.308807,65
Israel,ISR,2015,1.299814,66
South Africa,ZAF,2015,1.224665,67
Bangladesh,BGD,2015,0.818409,68
Belarus,BLR,2015,0.272727,69
Singapore,SGP,2015,0.233905,70
Algeria,DZA,2015,0.096813,71
United Arab Emirates,ARE,2015,0.064611,72
Hong Kong,HKG,2015,0.059700,73
Qatar,QAT,2015,0.051921,74
Turkmenistan,TKM,2015,0.006777,75
Trinidad and Tobago,TTO,2015,0.006235,76
Saudi Arabia,SAU,2015,0.003862,77
Kuwait,KWT,2015,0.002874,78
Oman,OMN,2015,0.002790,79
Iceland,ISL,2016,79.913979,1
Norway,NOR,2016,69.866287,2
Brazil,BRA,2016,43.538700,3
Sweden,SWE,2016,42.082699,4
New Zealand,NZL,2016,38.990871,5
Austria,AUT,2016,35.651855,6
Switzerland,CHE,2016,32.287403,7
Canada,CAN,2016,29.652599,8
Portugal,PRT,2016,29.276423,9
Colombia,COL,2016,27.708813,10
Finland,FIN,2016,26.586720,11
Denmark,DNK,2016,25.713480,12
Croatia,HRV,2016,23.870218,13
Ecuador,ECU,2016,23.628025,14
Peru,PER,2016,22.576679,15
Latvia,LVA,2016,21.902061,16
Venezuela,VEN,2016,19.946714,17
Chile,CHL,2016,19.706335,18
Vietnam,VNM,2016,19.181915,19
Romania,ROU,2016,18.943087,20
Spain,ESP,2016,18.609848,21
North Macedonia,MKD,2016,18.146008,22
Slovenia,SVN,2016,17.115887,23
Italy,ITA,2016,17.009197,24
Germany,DEU,2016,14.607312,25
Turkey,TUR,2016,14.479534,26
Greece,GRC,2016,13.225245,27
Sri Lanka,LKA,2016,12.233840,28
Philippines,PHL,2016,11.975790,29
China,CHN,2016,11.530947,30
Ireland,IRL,2016,11.269350,31
Pakistan,PAK,2016,11.086973,32
United Kingdom,GBR,2016,11.037631,33
France,FRA,2016,10.975246,34
Argentina,ARG,2016,10.167007,35
Slovakia,SVK,2016,9.996943,36
Bulgaria,BGR,2016,9.049891,37
Lithuania,LTU,2016,8.971045,38
United States,USA,2016,8.285086,39
Japan,JPN,2016,7.975861,40
Australia,AUS,2016,7.189176,41
India,IND,2016,7.011397,42
Estonia,EST,2016,6.427242,43
Belgium,BEL,2016,6.357454,44
Russia,RUS,2016,6.171405,45
Mexico,MEX,2016,6.131493,46
Poland,POL,2016,6.050495,47
Czechia,CZE,2016,5.945770,48
Morocco,MAR,2016,5.595185,49
Indonesia,IDN,2016,5.479020,50
Malaysia,MYS,2016,4.848279,51
Netherlands,NLD,2016,4.676411,52
Thailand,THA,2016,4.599976,53
Kazakhstan,KAZ,2016,4.404113,54
Egypt,EGY,2016,4.131468,55
Hungary,HUN,2016,3.830354,56
Uzbekistan,UZB,2016,3.567936,57
Cyprus,CYP,2016,3.375119,58
Azerbaijan,AZE,2016,3.345908,59
Luxembourg,LUX,2016,3.052534,60
Ukraine,UKR,2016,2.366657,61
Taiwan,TWN,2016,2.255850,62
South Korea,KOR,2016,2.026812,63
Iraq,IRQ,2016,1.836539,64
Israel,ISR,2016,1.757680,65
South Africa,ZAF,2016,1.621017,66
Iran,IRN,2016,1.446506,67
Bangladesh,BGD,2016,0.806098,68
Belarus,BLR,2016,0.346440,69
Singapore,SGP,2016,0.231608,70
Algeria,DZA,2016,0.145807,71
United Arab Emirates,ARE,2016,0.067291,72
Hong Kong,HKG,2016,0.065501,73
Qatar,QAT,2016,0.053655,74
Kuwait,KWT,2016,0.027352,75
Turkmenistan,TKM,2016,0.008235,76
Trinidad and Tobago,TTO,2016,0.006986,77
Saudi Arabia,SAU,2016,0.003791,78
Oman,OMN,2016,0.003139,79
Iceland,ISL,2017,78.819267,1
Norway,NOR,2017,69.260994,2
Sweden,SWE,2017,43.339447,3
Brazil,BRA,2017,43.280678,4
New Zealand,NZL,2017,37.083000,5
Austria,AUT,2017,34.502872,6
Colombia,COL,2017,32.829060,7
Switzerland,CHE,2017,32.014774,8
Latvia,LVA,2017,30.695089,9
Denmark,DNK,2017,30.301117,10
Canada,CAN,2017,29.673639,11
Finland,FIN,2017,28.707514,12
Ecuador,ECU,2017,28.335857,13
Peru,PER,2017,26.171818,14
Vietnam,VNM,2017,24.208347,15
Chile,CHL,2017,22.405031,16
Venezuela,VEN,2017,21.939960,17
Portugal,PRT,2017,21.441805,18
Croatia,HRV,2017,20.273584,19
Romania,ROU,2017,16.684114,20
Germany,DEU,2017,16.196213,21
Italy,ITA,2017,16.149738,22
Spain,ESP,2017,15.682350,23
Slovenia,SVN,2017,14.848828,24
Greece,GRC,2017,14.015645,25
Turkey,TUR,2017,13.170472,26
Ireland,IRL,2017,13.157302,27
United Kingdom,GBR,2017,12.948246,28
Sri Lanka,LKA,2017,12.293098,29
China,CHN,2017,12.138821,30
North Macedonia,MKD,2017,11.811469,31
Philippines,PHL,2017,11.504091,32
Argentina,ARG,2017,10.964719,33
France,FRA,2017,10.437264,34
Lithuania,LTU,2017,10.216778,35
Pakistan,PAK,2017,9.674950,36
Slovakia,SVK,2017,9.412673,37
United States,USA,2017,9.082049,38
Japan,JPN,2017,8.634004,39
Bulgaria,BGR,2017,7.619621,40
India,IND,2017,7.511875,41
Belgium,BEL,2017,6.910616,42
Estonia,EST,2017,6.830332,43
Australia,AUS,2017,6.750127,44
Mexico,MEX,2017,6.372722,45
Malaysia,MYS,2017,6.291511,46
Poland,POL,2017,6.190996,47
Russia,RUS,2017,6.121268,48
Czechia,CZE,2017,5.815572,49
Netherlands,NLD,2017,5.489982,50
Thailand,THA,2017,5.306326,51
Morocco,MAR,2017,5.286827,52
Indonesia,IDN,2017,5.283774,53
Kazakhstan,KAZ,2017,4.042666,54
Uzbekistan,UZB,2017,3.972286,55
Egypt,EGY,2017,3.869991,56
Hungary,HUN,2017,3.864188,57
Luxembourg,LUX,2017,3.807043,58
Cyprus,CYP,2017,3.348051,59
Azerbaijan,AZE,2017,3.049804,60
Ukraine,UKR,2017,2.975400,61
South Korea,KOR,2017,2.430184,62
South Africa,ZAF,2017,2.406186,63
Taiwan,TWN,2017,2.180281,64
Israel,ISR,2017,1.723660,65
Iran,IRN,2017,1.562087,66
Iraq,IRQ,2017,1.125345,67
Bangladesh,BGD,2017,0.894644,68
Belarus,BLR,2017,0.688763,69
Algeria,DZA,2017,0.247018,70
Singapore,SGP,2017,0.225090,71
United Arab Emirates,ARE,2017,0.153018,72
Hong Kong,HKG,2017,0.062679,73
Qatar,QAT,2017,0.054936,74
Kuwait,KWT,2017,0.037581,75
Oman,OMN,2017,0.010769,76
Turkmenistan,TKM,2017,0.008254,77
Trinidad and Tobago,TTO,2017,0.006543,78
Saudi Arabia,SAU,2017,0.005355,79
Iceland,ISL,2018,77.964958,1
Norway,NOR,2018,68.858047,2
Brazil,BRA,2018,46.080498,3
Sweden,SWE,2018,42.218502,4
New Zealand,NZL,2018,38.162262,5
Austria,AUT,2018,34.568928,6
Colombia,COL,2018,31.999550,7
Switzerland,CHE,2018,31.950867,8
Denmark,DNK,2018,29.154387,9
Canada,CAN,2018,28.814518,10
Finland,FIN,2018,28.641554,11
Ecuador,ECU,2018,27.386934,12
Portugal,PRT,2018,26.900106,13
Peru,PER,2018,26.795403,14
Croatia,HRV,2018,26.735350,15
Chile,CHL,2018,24.343296,16
Latvia,LVA,2018,22.432663,17
Venezuela,VEN,2018,22.038906,18
Vietnam,VNM,2018,20.761816,19
Spain,ESP,2018,18.230534,20
Sri Lanka,LKA,2018,18.060566,21
North Macedonia,MKD,2018,17.787132,22
Italy,ITA,2018,17.727497,23
Romania,ROU,2018,17.542227,24
Germany,DEU,2018,17.084951,25
Slovenia,SVN,2018,16.982708,26
Turkey,TUR,2018,14.846624,27
Ireland,IRL,2018,14.717063,28
United Kingdom,GBR,2018,14.526468,29
Greece,GRC,2018,13.455227,30
China,CHN,2018,12.807393,31
France,FRA,2018,12.132495,32
Bulgaria,BGR,2018,11.799093,33
Argentina,ARG,2018,11.397630,34
Philippines,PHL,2018,11.201896,35
Pakistan,PAK,2018,9.416381,36
Japan,JPN,2018,9.322305,37
United States,USA,2018,8.964939,38
Lithuania,LTU,2018,8.702936,39
Slovakia,SVK,2018,8.504163,40
Australia,AUS,2018,8.300061,41
India,IND,2018,7.912806,42
Estonia,EST,2018,7.507283,43
Belgium,BEL,2018,7.415190,44
Indonesia,IDN,2018,7.393458,45
Morocco,MAR,2018,7.106934,46
Mexico,MEX,2018,6.939361,47
Thailand,THA,2018,6.380221,48
Malaysia,MYS,2018,6.253417,49
Russia,RUS,2018,6.046762,50
Netherlands,NLD,2018,5.991268,51
Poland,POL,2018,5.850797,52
Czechia,CZE,2018,5.685510,53
Luxembourg,LUX,2018,4.155875,54
Hungary,HUN,2018,4.134616,55
Egypt,EGY,2018,4.055406,56
Cyprus,CYP,2018,3.562206,57
Ukraine,UKR,2018,3.421228,58
Kazakhstan,KAZ,2018,3.388839,59
Azerbaijan,AZE,2018,3.070157,60
Uzbekistan,UZB,2018,2.927033,61
South Korea,KOR,2018,2.746018,62
South Africa,ZAF,2018,2.659158,63
Taiwan,TWN,2018,2.179111,64
Israel,ISR,2018,1.863879,65
Iran,IRN,2018,0.922730,66
Iraq,IRQ,2018,0.911954,67
Bangladesh,BGD,2018,0.747118,68
Belarus,BLR,2018,0.579096,69
Algeria,DZA,2018,0.287679,70
United Arab Emirates,ARE,2018,0.257268,71
Singapore,SGP,2018,0.222729,72
Hong Kong,HKG,2018,0.064126,73
Qatar,QAT,2018,0.061952,74
Kuwait,KWT,2018,0.047890,75
Saudi Arabia,SAU,2018,0.017982,76
Oman,OMN,2018,0.010254,77
Turkmenistan,TKM,2018,0.007368,78
Trinidad and Tobago,TTO,2018,0.006240,79
Iceland,ISL,2019,80.097191,1
Norway,NOR,2019,67.085091,2
Brazil,BRA,2019,47.304844,3
Sweden,SWE,2019,43.813766,4
New Zealand,NZL,2019,36.762379,5
Austria,AUT,2019,35.611378,6
Switzerland,CHE,2019,33.137398,7
Denmark,DNK,2019,32.795658,8
Ecuador,ECU,2019,31.769020,9
Colombia,COL,2019,29.890343,10
Finland,FIN,2019,29.214561,11
Canada,CAN,2019,28.586376,12
Peru,PER,2019,26.621336,13
Portugal,PRT,2019,26.401812,14
Chile,CHL,2019,24.144995,15
Croatia,HRV,2019,23.463097,16
Venezuela,VEN,2019,22.608103,17
Latvia,LVA,2019,19.929880,18
Turkey,TUR,2019,19.254936,19
Germany,DEU,2019,18.768305,20
Italy,ITA,2019,17.939951,21
Spain,ESP,2019,17.375851,22
Ireland,IRL,2019,16.911177,23
Romania,ROU,2019,16.837948,24
Slovenia,SVN,2019,16.781370,25
United Kingdom,GBR,2019,16.241541,26
Vietnam,VNM,2019,15.891139,27
Sri Lanka,LKA,2019,14.141156,28
Greece,GRC,2019,13.694194,29
China,CHN,2019,13.515960,30
France,FRA,2019,12.384905,31
Argentina,ARG,2019,11.926772,32
North Macedonia,MKD,2019,11.504865,33
Pakistan,PAK,2019,11.015738,34
Philippines,PHL,2019,10.227248,35
Slovakia,SVK,2019,9.983878,36
Bulgaria,BGR,2019,9.948385,37
Estonia,EST,2019,9.912990,38
Lithuania,LTU,2019,9.697966,39
Japan,JPN,2019,9.565927,40
United States,USA,2019,9.315263,41
Australia,AUS,2019,8.880722,42
India,IND,2019,8.849619,43
Belgium,BEL,2019,7.959382,44
Indonesia,IDN,2019,7.870309,45
Morocco,MAR,2019,7.547047,46
Netherlands,NLD,2019,7.302988,47
Mexico,MEX,2019,7.050771,48
Poland,POL,2019,6.989287,49
Thailand,THA,2019,6.956220,50
Russia,RUS,2019,6.201229,51
Malaysia,MYS,2019,6.178409,52
Czechia,CZE,2019,6.115212,53
Egypt,EGY,2019,5.169898,54
Hungary,HUN,2019,4.945461,55
Luxembourg,LUX,2019,4.765343,56
Cyprus,CYP,2019,3.936612,57
Kazakhstan,KAZ,2019,3.468928,58
Ukraine,UKR,2019,3.290361,59
Uzbekistan,UZB,2019,3.197033,60
South Korea,KOR,2019,2.980033,61
Israel,ISR,2019,2.919207,62
Iran,IRN,2019,2.836830,63
Taiwan,TWN,2019,2.716545,64
Azerbaijan,AZE,2019,2.674584,65
South Africa,ZAF,2019,2.644936,66
Iraq,IRQ,2019,2.277288,67
United Arab Emirates,ARE,2019,0.817454,68
Belarus,BLR,2019,0.707770,69
Bangladesh,BGD,2019,0.675129,70
Algeria,DZA,2019,0.294747,71
Singapore,SGP,2019,0.241301,72
Kuwait,KWT,2019,0.091230,73
Saudi Arabia,SAU,2019,0.086630,74
Hong Kong,HKG,2019,0.074604,75
Qatar,QAT,2019,0.057057,76
Oman,OMN,2019,0.010612,77
Turkmenistan,TKM,2019,0.006748,78
Trinidad and Tobago,TTO,2019,0.006374,79
Iceland,ISL,2020,86.836586,1
Norway,NOR,2020,70.963058,2
Sweden,SWE,2020,51.058971,3
Brazil,BRA,2020,49.471882,4
New Zealand,NZL,2020,39.064182,5
Austria,AUT,2020,38.260670,6
Denmark,DNK,2020,37.272453,7
Switzerland,CHE,2020,36.210571,8
Ecuador,ECU,2020,36.035774,9
Finland,FIN,2020,33.168510,10
Portugal,PRT,2020,31.723911,11
Colombia,COL,2020,30.772787,12
Peru,PER,2020,30.744228,13
Canada,CAN,2020,30.542151,14
Venezuela,VEN,2020,30.139423,15
Chile,CHL,2020,26.557531,16
Croatia,HRV,2020,25.170088,17
Latvia,LVA,2020,24.768972,18
Spain,ESP,2020,22.102654,19
Germany,DEU,2020,21.122828,20
Ireland,IRL,2020,20.549843,21
United Kingdom,GBR,2020,20.078987,22
Italy,ITA,2020,19.721262,23
Slovenia,SVN,2020,19.160215,24
Turkey,TUR,2020,19.150110,25
Vietnam,VNM,2020,19.136663,26
Romania,ROU,2020,17.579639,27
Greece,GRC,2020,16.707697,28
Sri Lanka,LKA,2020,15.967422,29
France,FRA,2020,14.788747,30
North Macedonia,MKD,2020,14.441304,31
China,CHN,2020,14.242872,32
Estonia,EST,2020,14.138368,33
Argentina,ARG,2020,12.179417,34
Pakistan,PAK,2020,12.021025,35
Japan,JPN,2020,11.155339,36
Philippines,PHL,2020,11.044730,37
Australia,AUS,2020,10.789811,38
Netherlands,NLD,2020,10.758958,39
Bulgaria,BGR,2020,10.692997,40
Belgium,BEL,2020,10.637791,41
United States,USA,2020,10.532232,42
Slovakia,SVK,2020,10.480760,43
Lithuania,LTU,2020,10.144763,44
Indonesia,IDN,2020,9.860147,45
India,IND,2020,9.730037,46
Mexico,MEX,2020,9.475372,47
Poland,POL,2020,7.769742,48
Morocco,MAR,2020,7.633952,49
Malaysia,MYS,2020,7.163172,50
Russia,RUS,2020,7.069781,51
Thailand,THA,2020,6.991421,52
Luxembourg,LUX,2020,6.848767,53
Czechia,CZE,2020,6.691049,54
Egypt,EGY,2020,6.564624,55
Hungary,HUN,2020,5.816242,56
Cyprus,CYP,2020,5.464621,57
Ukraine,UKR,2020,4.896079,58
Israel,ISR,2020,4.053859,59
Kazakhstan,KAZ,2020,3.900036,60
South Africa,ZAF,2020,3.150246,61
South Korea,KOR,2020,3.142855,62
Taiwan,TWN,2020,2.774463,63
Uzbekistan,UZB,2020,2.523421,64
Azerbaijan,AZE,2020,1.975832,65
Iran,IRN,2020,1.964351,66
Iraq,IRQ,2020,1.646885,67
United Arab Emirates,ARE,2020,1.178309,68
Belarus,BLR,2020,0.989725,69
Bangladesh,BGD,2020,0.658082,70
Algeria,DZA,2020,0.297899,71
Singapore,SGP,2020,0.253375,72
Oman,OMN,2020,0.133604,73
Hong Kong,HKG,2020,0.100736,74
Kuwait,KWT,2020,0.100626,75
Saudi Arabia,SAU,2020,0.087294,76
Qatar,QAT,2020,0.063927,77
Trinidad and Tobago,TTO,2020,0.007312,78
Turkmenistan,TKM,2020,0.007161,79
Iceland,ISL,2021,86.874535,1
Norway,NOR,2021,71.558365,2
Sweden,SWE,2021,50.924007,3
Brazil,BRA,2021,46.219749,4
New Zealand,NZL,2021,40.218651,5
Denmark,DNK,2021,39.249580,6
Austria,AUT,2021,37.481792,7
Switzerland,CHE,2021,36.716644,8
Finland,FIN,2021,34.611290,9
Colombia,COL,2021,33.020409,10
Portugal,PRT,2021,32.703953,11
Ecuador,ECU,2021,32.354198,12
Canada,CAN,2021,29.888439,13
Venezuela,VEN,2021,28.434155,14
Croatia,HRV,2021,28.271935,15
Peru,PER,2021,27.741009,16
Chile,CHL,2021,26.518875,17
Latvia,LVA,2021,23.917372,18
Vietnam,VNM,2021,22.734407,19
Spain,ESP,2021,22.341663,20
Sri Lanka,LKA,2021,21.404533,21
Germany,DEU,2021,19.453121,22
Greece,GRC,2021,19.391674,23
Slovenia,SVN,2021,18.768454,24
Italy,ITA,2021,18.362261,25
United Kingdom,GBR,2021,17.946543,26
Ireland,IRL,2021,17.581884,27
Romania,ROU,2021,17.481031,28
Turkey,TUR,2021,16.517044,29
China,CHN,2021,14.946244,30
North Macedonia,MKD,2021,14.823180,31
Estonia,EST,2021,14.325047,32
France,FRA,2021,13.671011,33
Australia,AUS,2021,12.933532,34
Netherlands,NLD,2021,12.373796,35
Bulgaria,BGR,2021,11.486526,36
Japan,JPN,2021,11.428995,37
Argentina,ARG,2021,11.329249,38
Philippines,PHL,2021,10.901630,39
United States,USA,2021,10.655991,40
Pakistan,PAK,2021,10.622897,41
Mexico,MEX,2021,10.514754,42
Indonesia,IDN,2021,10.385715,43
Slovakia,SVK,2021,9.821160,44
Lithuania,LTU,2021,9.490351,45
Belgium,BEL,2021,9.336409,46
India,IND,2021,9.310850,47
Malaysia,MYS,2021,8.059835,48
Poland,POL,2021,7.761686,49
Morocco,MAR,2021,7.636169,50
Thailand,THA,2021,7.113618,51
Luxembourg,LUX,2021,7.095166,52
Hungary,HUN,2021,6.819573,53
Russia,RUS,2021,6.620289,54
Czechia,CZE,2021,6.497798,55
Egypt,EGY,2021,6.230571,56
Ukraine,UKR,2021,6.100842,57
Israel,ISR,2021,5.132294,58
Kazakhstan,KAZ,2021,3.988574,59
South Korea,KOR,2021,3.724986,60
South Africa,ZAF,2021,3.408608,61
Taiwan,TWN,2021,3.036157,62
Uzbekistan,UZB,2021,2.650679,63
Azerbaijan,AZE,2021,2.201543,64
Iraq,IRQ,2021,1.502491,65
Iran,IRN,2021,1.290394,66
Belarus,BLR,2021,0.969858,67
Bangladesh,BGD,2021,0.650147,68
Algeria,DZA,2021,0.261367,69
Hong Kong,HKG,2021,0.108699,70
Turkmenistan,TKM,2021,0.007483,71
Trinidad and Tobago,TTO,2021,0.007159,72
